"측정일자","권역명","측정소명","미세먼지(㎍/㎥)","초미세먼지(㎍/㎥)","오존(ppm)","이산화질소농도(ppm)","일산화탄소농도(ppm)","아황산가스농도(ppm)"
"20190515","도심권","중구","48","32","0.02","0.035","0.5","0.004"
"20190515","도심권","종로구","45","32","0.018","0.034","0.5","0.004"
"20190515","도심권","용산구","46","40","0.005","0.047","0.5","0.003"
"20190515","서북권","은평구","47","36","0.02","0.029","0.4","0.004"
"20190515","서북권","서대문구","49","40","0.016","0.03","0.7","0.005"
"20190515","서북권","마포구","62","49","0.019","0.024","0.4","0.004"
"20190515","동북권","광진구","60","47","0.006","0.043","0.8","0.005"
"20190515","동북권","성동구","62","46","0.007","0.05","0.6","0.004"
"20190515","동북권","중랑구","49","43","0.013","0.029","0.4","0.006"
"20190515","동북권","동대문구","46","37","0.018","0.033","0.4","0.005"
"20190515","동북권","성북구","46","39","0.017","0.031","0.7","0.004"
"20190515","동북권","도봉구","44","36","0.023","0.02","0.4","0.005"
"20190515","동북권","강북구","53","40","0.027","0.016","0.4","0.004"
"20190515","동북권","노원구","53","44","0.016","0.032","0.4","0.005"
"20190515","서남권","강서구","59","38","0.016","0.036","0.5","0.006"
"20190515","서남권","구로구","70","57","0.009","0.035","0.4","0.004"
"20190515","서남권","영등포구","69","56","0.007","0.04","0.5","0.003"
"20190515","서남권","동작구","54","43","0.016","0.04","0.5","0.005"
"20190515","서남권","관악구","71","54","0.013","0.041","0.4","0.004"
"20190515","서남권","금천구","50","37","0.012","0.039","0.5","0.005"
"20190515","서남권","양천구","64","41","0.01","0.042","0.5","0.005"
"20190515","동남권","강남구","57","41","0.004","0.044","0.4","0.006"
"20190515","동남권","서초구","68","52","0.009","0.042","0.4","0.003"
"20190515","동남권","송파구","54","46","0.004","0.053","0.6","0.005"
"20190515","동남권","강동구","57","49","0.006","0.046","0.5","0.005"
"20190514","도심권","중구","35","25","0.05","0.032","0.4","0.005"
"20190514","도심권","종로구","36","25","0.043","0.031","0.5","0.005"
"20190514","도심권","용산구","35","29","0.04","0.033","0.4","0.005"
"20190514","서북권","은평구","43","29","0.048","0.026","0.4","0.006"
"20190514","서북권","서대문구","46","31","0.045","0.024","0.7","0.005"
"20190514","서북권","마포구","51","36","0.041","0.024","0.4","0.004"
"20190514","동북권","광진구","46","36","0.037","0.028","0.7","0.006"
"20190514","동북권","성동구","46","32","0.046","0.033","0.4","0.005"
"20190514","동북권","중랑구","37","30","0.045","0.019","0.3","0.007"
"20190514","동북권","동대문구","34","26","0.049","0.025","0.4","0.005"
"20190514","동북권","성북구","41","33","0.036","0.034","0.6","0.005"
"20190514","동북권","도봉구","38","25","0.048","0.018","0.4","0.006"
"20190514","동북권","강북구","42","26","0.047","0.017","0.4","0.004"
"20190514","동북권","노원구","40","29","0.04","0.027","0.4","0.005"
"20190514","서남권","강서구","45","28","0.048","0.032","0.4","0.007"
"20190514","서남권","구로구","55","44","0.037","0.025","0.3","0.004"
"20190514","서남권","영등포구","52","39","0.031","0.028","0.4","0.005"
"20190514","서남권","동작구","47","33","0.041","0.026","0.4","0.006"
"20190514","서남권","관악구","55","40","0.04","0.027","0.3","0.003"
"20190514","서남권","금천구","42","31","0.035","0.03","0.4","0.005"
"20190514","서남권","양천구","47","29","0.038","0.03","0.4","0.006"
"20190514","동남권","강남구","39","30","0.032","0.026","0.3","0.007"
"20190514","동남권","서초구","62","45","0.039","0.029","0.3","0.004"
"20190514","동남권","송파구","47","39","0.038","0.037","0.4","0.005"
"20190514","동남권","강동구","42","33","0.034","0.03","0.4","0.006"
"20190513","도심권","중구","47","29","0.037","0.052","0.6","0.005"
"20190513","도심권","종로구","48","29","0.032","0.051","0.7","0.005"
"20190513","도심권","용산구","45","35","0.03","0.053","0.6","0.005"
"20190513","서북권","은평구","58","36","0.044","0.037","0.5","0.006"
"20190513","서북권","서대문구","60","40","0.038","0.039","0.9","0.006"
"20190513","서북권","마포구","64","41","0.03","0.037","0.5","0.004"
"20190513","동북권","광진구","67","45","0.029","0.041","0.9","0.005"
"20190513","동북권","성동구","63","39","0.039","0.047","0.5","0.005"
"20190513","동북권","중랑구","49","34","0.039","0.03","0.4","0.007"
"20190513","동북권","동대문구","50","33","0.036","0.045","0.6","0.005"
"20190513","동북권","성북구","59","39","0.031","0.048","0.8","0.005"
"20190513","동북권","도봉구","64","43","0.042","0.026","0.6","0.006"
"20190513","동북권","강북구","62","36","0.042","0.029","0.5","0.004"
"20190513","동북권","노원구","56","37","0.036","0.035","0.6","0.005"
"20190513","서남권","강서구","53","29","0.044","0.043","0.5","0.007"
"20190513","서남권","구로구","64","40","0.035","0.037","0.4","0.004"
"20190513","서남권","영등포구","66","44","0.028","0.04","0.5","0.005"
"20190513","서남권","동작구","55","33","0.039","0.038","0.5","0.005"
"20190513","서남권","관악구","62","39","0.038","0.042","0.5","0.004"
"20190513","서남권","금천구","46","29","0.035","0.041","0.5","0.005"
"20190513","서남권","양천구","56","30","0.035","0.042","0.6","0.006"
"20190513","동남권","강남구","48","34","0.028","0.037","0.4","0.007"
"20190513","동남권","서초구","64","43","0.037","0.039","0.4","0.004"
"20190513","동남권","송파구","54","39","0.036","0.045","0.5","0.005"
"20190513","동남권","강동구","56","38","0.031","0.039","0.5","0.005"
"20190512","도심권","중구","47","29","0.059","0.04","0.6","0.005"
"20190512","도심권","종로구","47","29","0.051","0.036","0.6","0.005"
"20190512","도심권","용산구","44","34","0.049","0.041","0.6","0.004"
"20190512","서북권","은평구","63","39","0.059","0.029","0.5","0.005"
"20190512","서북권","서대문구","65","42","0.057","0.029","0.9","0.005"
"20190512","서북권","마포구","67","43","0.044","0.032","0.5","0.004"
"20190512","동북권","광진구","60","42","0.043","0.034","0.8","0.005"
"20190512","동북권","성동구","56","35","0.06","0.039","0.5","0.004"
"20190512","동북권","중랑구","46","35","0.053","0.028","0.5","0.007"
"20190512","동북권","동대문구","47","32","0.058","0.032","0.6","0.005"
"20190512","동북권","성북구","62","37","0.049","0.036","0.8","0.004"
"20190512","동북권","도봉구","61","38","0.062","0.018","0.5","0.005"
"20190512","동북권","강북구","65","38","0.055","0.022","0.5","0.003"
"20190512","동북권","노원구","56","38","0.046","0.031","0.6","0.004"
"20190512","서남권","강서구","58","33","0.047","0.046","0.6","0.008"
"20190512","서남권","구로구","65","42","0.048","0.03","0.3","0.004"
"20190512","서남권","영등포구","65","45","0.035","0.036","0.5","0.005"
"20190512","서남권","동작구","51","33","0.051","0.033","0.5","0.004"
"20190512","서남권","관악구","65","41","0.051","0.037","0.5","0.003"
"20190512","서남권","금천구","47","30","0.045","0.036","0.6","0.006"
"20190512","서남권","양천구","59","33","0.037","0.043","0.6","0.006"
"20190512","동남권","강남구","46","33","0.039","0.033","0.4","0.007"
"20190512","동남권","서초구","63","43","0.05","0.035","0.4","0.004"
"20190512","동남권","송파구","53","38","0.051","0.039","0.5","0.005"
"20190512","동남권","강동구","51","35","0.042","0.035","0.6","0.005"
"20190511","도심권","중구","55","30","0.044","0.046","0.6","0.005"
"20190511","도심권","종로구","55","29","0.036","0.048","0.7","0.005"
"20190511","도심권","용산구","54","36","0.033","0.056","0.6","0.005"
"20190511","서북권","은평구","72","36","0.046","0.033","0.5","0.005"
"20190511","서북권","서대문구","75","40","0.04","0.036","0.9","0.005"
"20190511","서북권","마포구","81","45","0.03","0.036","0.5","0.004"
"20190511","동북권","광진구","73","43","0.027","0.05","0.9","0.005"
"20190511","동북권","성동구","72","40","0.033","0.063","0.6","0.005"
"20190511","동북권","중랑구","54","35","0.038","0.037","0.5","0.008"
"20190511","동북권","동대문구","55","32","0.041","0.045","0.6","0.005"
"20190511","동북권","성북구","75","37","0.034","0.048","0.8","0.004"
"20190511","동북권","도봉구","71","37","0.05","0.025","0.6","0.005"
"20190511","동북권","강북구","66","34","0.046","0.027","0.6","0.003"
"20190511","동북권","노원구","61","35","0.037","0.041","0.6","0.004"
"20190511","서남권","강서구","69","34","0.034","0.051","0.6","0.009"
"20190511","서남권","구로구","76","49","0.028","0.04","0.4","0.004"
"20190511","서남권","영등포구","81","50","0.021","0.044","0.5","0.005"
"20190511","서남권","동작구","57","33","0.036","0.046","0.5","0.004"
"20190511","서남권","관악구","79","44","0.031","0.051","0.5","0.003"
"20190511","서남권","금천구","53","31","0.031","0.045","0.6","0.006"
"20190511","서남권","양천구","70","36","0.027","0.05","0.6","0.007"
"20190511","동남권","강남구","55","35","0.026","0.047","0.5","0.007"
"20190511","동남권","서초구","77","47","0.031","0.049","0.4","0.004"
"20190511","동남권","송파구","68","41","0.029","0.06","0.6","0.005"
"20190511","동남권","강동구","61","36","0.028","0.054","0.6","0.005"
"20190510","도심권","중구","54","28","0.048","0.04","0.5","0.004"
"20190510","도심권","종로구","52","27","0.038","0.042","0.6","0.005"
"20190510","도심권","용산구","47","31","0.037","0.048","0.5","0.004"
"20190510","서북권","은평구","74","40","0.047","0.03","0.5","0.005"
"20190510","서북권","서대문구","75","41","0.042","0.032","0.9","0.005"
"20190510","서북권","마포구","76","46","0.039","0.028","0.5","0.004"
"20190510","동북권","광진구","61","37","0.035","0.038","0.7","0.004"
"20190510","동북권","성동구","64","36","0.046","0.044","0.5","0.004"
"20190510","동북권","중랑구","48","30","0.04","0.032","0.5","0.007"
"20190510","동북권","동대문구","44","23","0.034","0.04","0.5","0.005"
"20190510","동북권","성북구","70","34","0.035","0.044","0.7","0.004"
"20190510","동북권","도봉구","65","35","0.054","0.021","0.5","0.005"
"20190510","동북권","강북구","61","29","0.048","0.024","0.5","0.003"
"20190510","동북권","노원구","55","31","0.037","0.036","0.5","0.005"
"20190510","서남권","강서구","61","31","0.047","0.039","0.5","0.008"
"20190510","서남권","구로구","73","47","0.043","0.031","0.3","0.004"
"20190510","서남권","영등포구","75","51","0.03","0.034","0.4","0.005"
"20190510","서남권","동작구","56","32","0.04","0.042","0.5","0.004"
"20190510","서남권","관악구","80","44","0.042","0.042","0.4","0.003"
"20190510","서남권","금천구","51","28","0.033","0.045","0.5","0.005"
"20190510","서남권","양천구","64","32","0.035","0.039","0.5","0.006"
"20190510","동남권","강남구","48","29","0.033","0.036","0.4","0.006"
"20190510","동남권","서초구","70","44","0.041","0.039","0.4","0.004"
"20190510","동남권","송파구","62","39","0.036","0.049","0.5","0.004"
"20190510","동남권","강동구","50","28","0.034","0.04","0.5","0.005"
"20190509","도심권","중구","41","19","0.05","0.031","0.5","0.005"
"20190509","도심권","종로구","43","19","0.04","0.032","0.6","0.005"
"20190509","도심권","용산구","38","21","0.041","0.035","0.5","0.004"
"20190509","서북권","은평구","55","29","0.045","0.025","0.4","0.005"
"20190509","서북권","서대문구","58","29","0.041","0.025","0.8","0.005"
"20190509","서북권","마포구","61","33","0.04","0.021","0.4","0.004"
"20190509","동북권","광진구","53","31","0.039","0.027","0.7","0.004"
"20190509","동북권","성동구","54","24","0.051","0.03","0.4","0.004"
"20190509","동북권","중랑구","42","22","0.044","0.023","0.4","0.007"
"20190509","동북권","동대문구","40","18","0.054","0.025","0.5","0.005"
"20190509","동북권","성북구","60","26","0.037","0.035","0.6","0.005"
"20190509","동북권","도봉구","54","29","0.047","0.018","0.4","0.005"
"20190509","동북권","강북구","52","22","0.043","0.02","0.3","0.003"
"20190509","동북권","노원구","49","24","0.038","0.027","0.5","0.005"
"20190509","서남권","강서구","49","22","0.044","0.029","0.4","0.006"
"20190509","서남권","구로구","50","28","0.045","0.017","0.2","0.004"
"20190509","서남권","영등포구","59","33","0.034","0.017","0.4","0.004"
"20190509","서남권","동작구","41","22","0.044","0.023","0.4","0.004"
"20190509","서남권","관악구","58","29","0.047","0.023","0.3","0.003"
"20190509","서남권","금천구","40","20","0.038","0.028","0.4","0.004"
"20190509","서남권","양천구","50","22","0.036","0.027","0.5","0.005"
"20190509","동남권","강남구","38","20","0.037","0.021","0.3","0.006"
"20190509","동남권","서초구","63","30","0.045","0.024","0.2","0.004"
"20190509","동남권","송파구","49","31","0.041","0.028","0.4","0.004"
"20190509","동남권","강동구","48","22","0.038","0.026","0.5","0.005"
"20190508","도심권","중구","41","18","0.055","0.031","0.5","0.005"
"20190508","도심권","종로구","44","18","0.046","0.03","0.5","0.005"
"20190508","도심권","용산구","37","19","0.045","0.031","0.5","0.005"
"20190508","서북권","은평구","59","25","0.054","0.025","0.4","0.005"
"20190508","서북권","서대문구","59","24","0.049","0.025","0.8","0.006"
"20190508","서북권","마포구","63","26","0.049","0.019","0.4","0.004"
"20190508","동북권","광진구","54","26","0.042","0.027","0.6","0.005"
"20190508","동북권","성동구","55","22","0.055","0.031","0.4","0.005"
"20190508","동북권","중랑구","41","22","0.051","0.022","0.4","0.008"
"20190508","동북권","동대문구","42","18","0.061","0.025","0.4","0.005"
"20190508","동북권","성북구","62","24","0.042","0.035","0.7","0.005"
"20190508","동북권","도봉구","54","23","0.051","0.019","0.5","0.005"
"20190508","동북권","강북구","56","20","0.05","0.021","0.5","0.004"
"20190508","동북권","노원구","49","23","0.042","0.03","0.5","0.005"
"20190508","서남권","강서구","51","20","0.056","0.026","0.4","0.005"
"20190508","서남권","구로구","57","25","0.05","0.018","0.3","0.004"
"20190508","서남권","영등포구","61","29","0.042","0.016","0.4","0.004"
"20190508","서남권","동작구","43","21","0.049","0.023","0.4","0.004"
"20190508","서남권","관악구","59","26","0.056","0.021","0.3","0.003"
"20190508","서남권","금천구","42","21","0.048","0.025","0.4","0.005"
"20190508","서남권","양천구","51","20","0.043","0.024","0.5","0.005"
"20190508","동남권","강남구","39","19","0.041","0.02","0.3","0.007"
"20190508","동남권","서초구","62","27","0.055","0.02","0.3","0.004"
"20190508","동남권","송파구","49","25","0.048","0.029","0.4","0.005"
"20190508","동남권","강동구","45","21","0.042","0.027","0.5","0.005"
"20190507","도심권","중구","40","14","0.042","0.031","0.5","0.004"
"20190507","도심권","종로구","42","14","0.048","0.03","0.6","0.005"
"20190507","도심권","용산구","36","15","0.036","0.03","0.4","0.004"
"20190507","서북권","은평구","53","19","0.042","0.025","0.4","0.005"
"20190507","서북권","서대문구","55","19","0.038","0.024","0.8","0.005"
"20190507","서북권","마포구","59","20","0.036","0.021","0.4","0.004"
"20190507","동북권","광진구","49","21","0.031","0.027","0.6","0.004"
"20190507","동북권","성동구","50","16","0.038","0.033","0.4","0.004"
"20190507","동북권","중랑구","37","16","0.034","0.023","0.3","0.006"
"20190507","동북권","동대문구","40","13","0.044","0.028","0.5","0.004"
"20190507","동북권","성북구","57","17","0.031","0.033","0.5","0.004"
"20190507","동북권","도봉구","50","16","0.04","0.019","0.5","0.004"
"20190507","동북권","강북구","47","16","0.042","0.02","0.4","0.003"
"20190507","동북권","노원구","44","16","0.034","0.025","0.4","0.005"
"20190507","서남권","강서구","48","16","0.041","0.03","0.4","0.005"
"20190507","서남권","구로구","51","18","0.038","0.021","0.3","0.004"
"20190507","서남권","영등포구","56","23","0.029","0.02","0.3","0.004"
"20190507","서남권","동작구","44","16","0.04","0.026","0.4","0.003"
"20190507","서남권","관악구","54","20","0.041","0.026","0.3","0.003"
"20190507","서남권","금천구","41","17","0.035","0.029","0.4","0.004"
"20190507","서남권","양천구","48","17","0.033","0.029","0.5","0.004"
"20190507","동남권","강남구","37","15","0.03","0.024","0.3","0.006"
"20190507","동남권","서초구","59","20","0.039","0.025","0.3","0.004"
"20190507","동남권","송파구","50","21","0.031","0.033","0.4","0.003"
"20190507","동남권","강동구","43","16","0.029","0.03","0.4","0.004"
"20190506","도심권","중구","26","8","0.049","0.01","0.3","0.003"
"20190506","도심권","종로구","29","9","0.041","0.011","0.3","0.003"
"20190506","도심권","용산구","24","8","0.036","0.018","0.3","0.003"
"20190506","서북권","은평구","38","11","0.044","0.01","0.2","0.005"
"20190506","서북권","서대문구","36","8","0.042","0.007","0.5","0.003"
"20190506","서북권","마포구","41","9","0.039","0.009","0.3","0.004"
"20190506","동북권","광진구","33","11","0.036","0.012","0.4","0.003"
"20190506","동북권","성동구","34","8","0.049","0.013","0.3","0.003"
"20190506","동북권","중랑구","24","11","0.04","0.009","0.2","0.006"
"20190506","동북권","동대문구","24","8","0.049","0.011","0.3","0.004"
"20190506","동북권","성북구","36","9","0.039","0.013","0.4","0.003"
"20190506","동북권","도봉구","32","8","0.044","0.006","0.3","0.004"
"20190506","동북권","강북구","35","10","0.044","0.006","0.3","0.002"
"20190506","동북권","노원구","30","11","0.036","0.01","0.3","0.003"
"20190506","서남권","강서구","33","8","0.044","0.013","0.3","0.004"
"20190506","서남권","구로구","37","11","0.039","0.009","0.2","0.004"
"20190506","서남권","영등포구","41","12","0.03","0.007","0.2","0.003"
"20190506","서남권","동작구","35","10","0.041","0.013","0.3","0.003"
"20190506","서남권","관악구","41","11","0.042","0.013","0.2","0.003"
"20190506","서남권","금천구","35","12","0.038","0.014","0.3","0.003"
"20190506","서남권","양천구","37","9","0.036","0.014","0.3","0.003"
"20190506","동남권","강남구","25","10","0.034","0.01","0.2","0.005"
"20190506","동남권","서초구","44","12","0.043","0.01","0.1","0.004"
"20190506","동남권","송파구","32","14","0.038","0.014","0.3","0.002"
"20190506","동남권","강동구","32","12","0.036","0.011","0.3","0.003"
"20190505","도심권","중구","64","40","0.055","0.04","0.7","0.005"
"20190505","도심권","종로구","57","35","0.045","0.042","0.7","0.005"
"20190505","도심권","용산구","56","42","0.048","0.039","0.6","0.005"
"20190505","서북권","은평구","73","45","0.054","0.029","0.5","0.006"
"20190505","서북권","서대문구","75","48","0.048","0.033","0.9","0.006"
"20190505","서북권","마포구","87","55","0.046","0.027","0.6","0.004"
"20190505","동북권","광진구","64","42","0.037","0.036","0.8","0.004"
"20190505","동북권","성동구","63","40","0.026","0.039","0.6","0.005"
"20190505","동북권","중랑구","58","42","0.045","0.027","0.5","0.007"
"20190505","동북권","동대문구","59","39","0.055","0.036","0.6","0.005"
"20190505","동북권","성북구","65","39","0.042","0.039","0.8","0.004"
"20190505","동북권","도봉구","62","35","0.052","0.02","0.6","0.005"
"20190505","동북권","강북구","63","34","0.049","0.025","0.6","0.004"
"20190505","동북권","노원구","58","37","0.041","0.032","0.6","0.005"
"20190505","서남권","강서구","78","46","0.061","0.032","0.6","0.007"
"20190505","서남권","구로구","80","57","0.051","0.026","0.4","0.004"
"20190505","서남권","영등포구","86","59","0.042","0.025","0.5","0.006"
"20190505","서남권","동작구","58","37","0.052","0.033","0.6","0.004"
"20190505","서남권","관악구","75","46","0.056","0.03","0.5","0.003"
"20190505","서남권","금천구","54","35","0.05","0.032","0.5","0.005"
"20190505","서남권","양천구","81","49","0.047","0.031","0.6","0.006"
"20190505","동남권","강남구","54","38","0.037","0.031","0.5","0.007"
"20190505","동남권","서초구","76","48","0.049","0.032","0.4","0.004"
"20190505","동남권","송파구","57","41","0.046","0.037","0.6","0.005"
"20190505","동남권","강동구","52","36","0.038","0.034","0.5","0.005"
"20190504","도심권","중구","82","51","0.054","0.047","0.7","0.006"
"20190504","도심권","종로구","78","44","0.045","0.051","0.8","0.006"
"20190504","도심권","용산구","75","54","0.045","0.051","0.7","0.005"
"20190504","서북권","은평구","98","58","0.056","0.035","0.7","0.006"
"20190504","서북권","서대문구","103","65","0.051","0.038","1","0.006"
"20190504","서북권","마포구","114","71","0.044","0.032","0.6","0.004"
"20190504","동북권","광진구","97","66","0.038","0.044","0.9","0.005"
"20190504","동북권","성동구","97","65","0.055","0.049","0.7","0.006"
"20190504","동북권","중랑구","78","52","0.048","0.033","0.6","0.008"
"20190504","동북권","동대문구","79","48","0.059","0.042","0.7","0.005"
"20190504","동북권","성북구","101","54","0.044","0.045","0.9","0.005"
"20190504","동북권","도봉구","91","58","0.054","0.027","0.8","0.006"
"20190504","동북권","강북구","91","48","0.051","0.029","0.7","0.005"
"20190504","동북권","노원구","81","48","0.041","0.042","0.7","0.006"
"20190504","서남권","강서구","96","52","0.057","0.041","0.6","0.008"
"20190504","서남권","구로구","109","77","0.047","0.034","0.4","0.004"
"20190504","서남권","영등포구","111","79","0.036","0.034","0.6","0.006"
"20190504","서남권","동작구","81","50","0.051","0.042","0.6","0.005"
"20190504","서남권","관악구","113","71","0.049","0.042","0.6","0.003"
"20190504","서남권","금천구","79","49","0.042","0.045","0.6","0.005"
"20190504","서남권","양천구","100","56","0.044","0.04","0.7","0.007"
"20190504","동남권","강남구","80","54","0.04","0.037","0.5","0.007"
"20190504","동남권","서초구","106","70","0.049","0.04","0.5","0.004"
"20190504","동남권","송파구","93","64","0.045","0.049","0.7","0.006"
"20190504","동남권","강동구","83","54","0.036","0.048","0.7","0.006"
"20190503","도심권","중구","50","24","0.041","0.048","0.7","0.006"
"20190503","도심권","종로구","52","22","0.034","0.048","0.7","0.006"
"20190503","도심권","용산구","45","24","0.034","0.048","0.6","0.005"
"20190503","서북권","은평구","71","35","0.045","0.036","0.5","0.007"
"20190503","서북권","서대문구","71","34","0.038","0.04","0.9","0.007"
"20190503","서북권","마포구","73","35","0.034","0.034","0.6","0.004"
"20190503","동북권","광진구","57","30","0.031","0.037","0.7","0.005"
"20190503","동북권","성동구","58","28","0.039","0.046","0.5","0.005"
"20190503","동북권","중랑구","45","24","0.037","0.03","0.5","0.007"
"20190503","동북권","동대문구","47","22","0.044","0.043","0.6","0.005"
"20190503","동북권","성북구","64","27","0.032","0.046","0.7","0.005"
"20190503","동북권","도봉구","60","30","0.043","0.026","0.6","0.006"
"20190503","동북권","강북구","58","24","0.043","0.029","0.6","0.005"
"20190503","동북권","노원구","51","24","0.032","0.039","0.6","0.006"
"20190503","서남권","강서구","61","26","0.044","0.041","0.6","0.007"
"20190503","서남권","구로구","66","34","0.037","0.033","0.4","0.004"
"20190503","서남권","영등포구","71","39","0.034","0.031","0.5","0.005"
"20190503","서남권","동작구","55","25","0.043","0.036","0.5","0.005"
"20190503","서남권","관악구","73","36","0.04","0.04","0.5","0.003"
"20190503","서남권","금천구","53","26","0.039","0.04","0.6","0.006"
"20190503","서남권","양천구","74","35","0.057","0.036","0.7","0.008"
"20190503","동남권","강남구","44","23","0.03","0.035","0.4","0.007"
"20190503","동남권","서초구","68","34","0.038","0.038","0.4","0.004"
"20190503","동남권","송파구","54","28","0.034","0.044","0.6","0.005"
"20190503","동남권","강동구","47","22","0.03","0.041","0.5","0.005"
"20190502","도심권","중구","49","13","0.043","0.023","0.4","0.003"
"20190502","도심권","종로구","49","13","0.033","0.026","0.5","0.003"
"20190502","도심권","용산구","45","13","0.033","0.026","0.4","0.003"
"20190502","서북권","은평구","54","14","0.037","0.018","0.3","0.004"
"20190502","서북권","서대문구","59","14","0.036","0.017","0.7","0.004"
"20190502","서북권","마포구","69","16","0.031","0.02","0.4","0.004"
"20190502","동북권","광진구","61","19","0.025","0.029","0.6","0.003"
"20190502","동북권","성동구","63","15","0.033","0.032","0.4","0.003"
"20190502","동북권","중랑구","49","17","0.033","0.019","0.3","0.006"
"20190502","동북권","동대문구","50","13","0.038","0.026","0.4","0.004"
"20190502","동북권","성북구","63","15","0.027","0.032","0.5","0.003"
"20190502","동북권","도봉구","55","13","0.042","0.011","0.3","0.004"
"20190502","동북권","강북구","53","12","0.042","0.012","0.3","0.002"
"20190502","동북권","노원구","50","16","0.033","0.018","0.4","0.004"
"20190502","서남권","강서구","56","14","0.039","0.023","0.4","0.005"
"20190502","서남권","구로구","58","17","0.033","0.02","0.3","0.004"
"20190502","서남권","영등포구","65","19","0.028","0.021","0.3","0.003"
"20190502","서남권","동작구","54","15","0.04","0.02","0.4","0.003"
"20190502","서남권","관악구","60","15","0.035","0.025","0.3","0.003"
"20190502","서남권","금천구","48","15","0.034","0.023","0.4","0.003"
"20190502","서남권","양천구","56","13","0.026","0.024","0.4","0.003"
"20190502","동남권","강남구","52","15","0.026","0.024","0.4","0.005"
"20190502","동남권","서초구","63","18","0.035","0.023","0.2","0.004"
"20190502","동남권","송파구","60","21","0.026","0.033","0.4","0.003"
"20190502","동남권","강동구","57","18","0.024","0.033","0.5","0.004"
"20190501","도심권","중구","47","22","0.041","0.029","0.5","0.003"
"20190501","도심권","종로구","49","20","0.036","0.029","0.5","0.004"
"20190501","도심권","용산구","44","24","0.032","0.034","0.5","0.003"
"20190501","서북권","은평구","72","29","0.04","0.021","0.4","0.004"
"20190501","서북권","서대문구","70","31","0.037","0.022","0.8","0.004"
"20190501","서북권","마포구","72","34","0.033","0.022","0.4","0.004"
"20190501","동북권","광진구","68","33","0.031","0.029","0.7","0.004"
"20190501","동북권","성동구","65","29","0.039","0.031","0.5","0.003"
"20190501","동북권","중랑구","48","25","0.032","0.024","0.4","0.006"
"20190501","동북권","동대문구","48","21","0.044","0.026","0.5","0.004"
"20190501","동북권","성북구","65","26","0.036","0.028","0.6","0.003"
"20190501","동북권","도봉구","73","26","0.038","0.017","0.5","0.004"
"20190501","동북권","강북구","65","23","0.04","0.017","0.5","0.002"
"20190501","동북권","노원구","59","26","0.03","0.026","0.5","0.004"
"20190501","서남권","강서구","56","23","0.042","0.025","0.4","0.005"
"20190501","서남권","구로구","68","35","0.038","0.018","0.3","0.004"
"20190501","서남권","영등포구","72","38","0.03","0.021","0.4","0.004"
"20190501","서남권","동작구","55","25","0.04","0.026","0.4","0.004"
"20190501","서남권","관악구","76","34","0.039","0.025","0.3","0.003"
"20190501","서남권","금천구","47","25","0.034","0.027","0.5","0.004"
"20190501","서남권","양천구","57","24","0.034","0.025","0.5","0.004"
"20190501","동남권","강남구","48","24","0.03","0.023","0.4","0.006"
"20190501","동남권","서초구","74","34","0.039","0.022","0.3","0.004"
"20190501","동남권","송파구","64","31","0.032","0.03","0.5","0.003"
"20190501","동남권","강동구","52","27","0.03","0.031","0.5","0.004"
"20190430","도심권","중구","28","17","0.028","0.039","0.6","0.003"
"20190430","도심권","종로구","31","17","0.027","0.04","0.7","0.004"
"20190430","도심권","용산구","25","18","0.025","0.042","0.5","0.003"
"20190430","서북권","은평구","38","22","0.035","0.025","0.4","0.004"
"20190430","서북권","서대문구","39","24","0.03","0.028","0.8","0.003"
"20190430","서북권","마포구","43","27","0.025","0.03","0.5","0.004"
"20190430","동북권","광진구","36","24","0.024","0.032","0.6","0.003"
"20190430","동북권","성동구","40","23","0.028","0.04","0.5","0.003"
"20190430","동북권","중랑구","25","18","0.032","0.022","0.3","0.006"
"20190430","동북권","동대문구","27","17","0.032","0.036","0.5","0.004"
"20190430","동북권","성북구","37","22","0.024","0.04","0.7","0.003"
"20190430","동북권","도봉구","35","21","0.033","0.022","0.5","0.004"
"20190430","동북권","강북구","31","16","0.036","0.021","0.4","0.002"
"20190430","동북권","노원구","30","19","0.026","0.031","0.5","0.004"
"20190430","서남권","강서구","36","19","0.032","0.037","0.6","0.005"
"20190430","서남권","구로구","39","28","0.028","0.03","0.4","0.004"
"20190430","서남권","영등포구","47","31","0.022","0.036","0.6","0.003"
"20190430","서남권","동작구","33","20","0.03","0.039","0.5","0.003"
"20190430","서남권","관악구","42","28","0.029","0.038","0.5","0.003"
"20190430","서남권","금천구","32","20","0.023","0.041","0.5","0.003"
"20190430","서남권","양천구","38","20","0.027","0.041","0.7","0.004"
"20190430","동남권","강남구","26","18","0.022","0.031","0.4","0.005"
"20190430","동남권","서초구","42","28","0.027","0.036","0.4","0.004"
"20190430","동남권","송파구","35","26","0.024","0.039","0.5","0.003"
"20190430","동남권","강동구","30","19","0.025","0.032","0.4","0.003"
"20190429","도심권","중구","20","13","0.027","0.039","0.5","0.003"
"20190429","도심권","종로구","20","12","0.025","0.035","0.6","0.003"
"20190429","도심권","용산구","14","11","0.026","0.031","0.4","0.003"
"20190429","서북권","은평구","21","14","0.036","0.02","0.3","0.004"
"20190429","서북권","서대문구","21","15","0.029","0.025","0.7","0.004"
"20190429","서북권","마포구","28","19","0.027","0.025","0.4","0.004"
"20190429","동북권","광진구","26","20","0.021","0.029","0.6","0.003"
